attendance_binary,previous_attendance,previous_away_team_errors,previous_away_team_hits,previous_away_team_runs,game_type,previous_game_type,previous_home_team_errors,previous_home_team_hits,previous_home_team_runs,game_day,previous_game_day,temperature,wind_speed,sky,previous_game_duration,previous_homewin
1,32901,0,7,2,Day Game,Night Game,2,11,5,Saturday,Friday,73,6,Cloudy,2.7,1
0,21054,0,13,6,Day Game,Night Game,0,10,4,Saturday,Friday,86,8,Cloudy,3.15,0
1,38941,1,10,2,Day Game,Day Game,2,10,6,Saturday,Friday,75,18,Cloudy,3.066666667,1
1,19325,0,8,2,Day Game,Night Game,0,14,4,Saturday,Friday,85,9,Sunny,3.216666667,1
0,24935,1,18,10,Night Game,Night Game,0,6,3,Saturday,Friday,99,9,Sunny,3.316666667,0
1,39047,0,8,2,Night Game,Night Game,0,9,7,Saturday,Friday,68,10,Cloudy,2.633333333,1
1,26176,0,6,1,Night Game,Night Game,1,7,2,Friday,Thursday,86,11,Cloudy,2.45,1
1,29078,0,10,6,Night Game,Night Game,1,4,3,Friday,Wednesday,68,5,Unknown,2.8,0
1,32480,2,14,9,Night Game,Day Game,0,18,15,Friday,Wednesday,80,12,Cloudy,3.566666667,1
0,11399,0,15,9,Night Game,Day Game,1,7,1,Friday,Thursday,72,0,In Dome,2.85,0
1,19227,0,10,3,Night Game,Night Game,0,17,13,Friday,Wednesday,59,1,In Dome,2.783333333,1
0,25237,2,10,5,Night Game,Day Game,1,6,4,Friday,Sunday,69,11,Cloudy,2.916666667,0
1,40173,0,8,1,Night Game,Day Game,1,6,3,Friday,Sunday,77,9,Cloudy,2.983333333,1
0,38781,1,6,3,Night Game,Day Game,0,8,5,Friday,Thursday,74,10,Overcast,2.966666667,1
0,33613,0,9,2,Night Game,Day Game,0,5,3,Friday,Wednesday,73,9,Unknown,2.383333333,1
1,36901,0,8,3,Night Game,Day Game,0,6,4,Friday,Sunday,56,9,Cloudy,2.533333333,1
0,13095,0,5,1,Night Game,Night Game,0,17,13,Friday,Tuesday,72,10,Cloudy,3.316666667,1
1,40814,0,5,2,Day Game,Day Game,0,4,1,Friday,Sunday,76,8,Unknown,2.916666667,0
0,14885,0,10,6,Night Game,Night Game,0,8,2,Friday,Thursday,82,10,Cloudy,3.083333333,0
0,32191,0,11,4,Night Game,Night Game,0,2,2,Friday,Wednesday,92,9,Sunny,3.2,0
1,41280,1,5,2,Night Game,Day Game,0,13,10,Friday,Sunday,67,10,Sunny,2.55,1
0,17471,0,9,5,Night Game,Night Game,0,11,6,Wednesday,Tuesday,62,2,Unknown,3.2,1
0,18415,2,6,1,Night Game,Night Game,0,17,12,Wednesday,Tuesday,81,4,Sunny,3.383333333,1
1,35174,0,2,0,Night Game,Night Game,0,8,6,Wednesday,Tuesday,86,8,Sunny,2.666666667,1
0,23541,1,13,7,Day Game,Night Game,2,7,4,Wednesday,Tuesday,69,7,Unknown,3.116666667,0
1,42278,3,3,2,Night Game,Night Game,0,11,8,Wednesday,Tuesday,66,8,Sunny,3.133333333,1
0,24783,0,8,2,Night Game,Night Game,1,8,3,Wednesday,Tuesday,73,0,In Dome,4.233333333,1
1,26531,0,5,1,Day Game,Night Game,0,7,3,Wednesday,Tuesday,82,12,Sunny,2.633333333,1
0,21550,0,10,6,Day Game,Night Game,0,6,2,Wednesday,Tuesday,82,10,Cloudy,2.85,0
1,36123,1,6,3,Night Game,Night Game,0,12,8,Wednesday,Tuesday,86,9,Cloudy,2.916666667,1
0,15185,1,4,2,Night Game,Night Game,0,5,1,Wednesday,Tuesday,84,9,Cloudy,3.133333333,0
1,31264,0,11,7,Night Game,Night Game,0,6,1,Tuesday,Monday,83,8,Cloudy,2.55,0
0,25298,1,9,2,Night Game,Night Game,0,7,0,Tuesday,Monday,84,17,Unknown,2.933333333,0
1,45008,1,9,3,Night Game,Night Game,0,5,4,Tuesday,Monday,73,12,Overcast,2.8,1
1,42099,1,2,0,Night Game,Night Game,0,5,1,Tuesday,Monday,59,13,Overcast,2.616666667,1
0,16370,0,7,5,Night Game,Night Game,2,9,0,Tuesday,Monday,63,1,Unknown,2.666666667,0
0,34529,1,7,3,Night Game,Day Game,0,7,6,Tuesday,Monday,78,9,Sunny,3.166666667,1
1,41979,2,12,5,Night Game,Day Game,0,10,7,Tuesday,Sunday,69,3,Overcast,3.6,1
0,17886,1,17,10,Night Game,Night Game,1,12,4,Tuesday,Monday,82,5,Cloudy,3.483333333,0
0,17969,0,12,6,Day Game,Night Game,0,14,7,Tuesday,Monday,76,0,In Dome,3.183333333,1
1,42519,3,2,0,Night Game,Night Game,0,5,1,Tuesday,Monday,63,6,Cloudy,2.183333333,1
0,35035,1,13,9,Night Game,Day Game,0,5,2,Tuesday,Sunday,73,0,In Dome,2.6,0
0,26400,1,12,4,Night Game,Night Game,1,12,5,Tuesday,Monday,83,3,Cloudy,3.166666667,1
1,36021,0,6,2,Night Game,Day Game,0,12,5,Tuesday,Sunday,53,8,Unknown,3.383333333,1
0,15643,0,10,7,Night Game,Night Game,1,8,4,Tuesday,Thursday,83,3,Cloudy,3.233333333,0
1,36786,1,9,5,Night Game,Day Game,2,7,1,Monday,Sunday,61,1,Unknown,3.05,0
0,41327,0,12,6,Night Game,Day Game,1,9,7,Monday,Sunday,80,11,Cloudy,3.483333333,1
1,43829,0,13,7,Night Game,Day Game,1,6,2,Monday,Sunday,79,5,Sunny,2.733333333,0
1,41359,0,3,0,Night Game,Night Game,0,4,1,Monday,Sunday,59,13,Unknown,2.55,1
0,40852,0,9,3,Night Game,Day Game,0,2,0,Monday,Sunday,61,5,Unknown,2.916666667,0
1,31352,1,6,5,Day Game,Night Game,3,9,1,Monday,Saturday,70,4,Sunny,3.033333333,0
0,33421,0,9,3,Night Game,Day Game,1,3,1,Monday,Sunday,74,14,Overcast,2.483333333,0
0,24308,0,10,8,Night Game,Day Game,1,6,2,Monday,Sunday,75,0,In Dome,2.933333333,0
1,42514,1,4,1,Night Game,Night Game,0,13,5,Monday,Tuesday,64,7,Sunny,2.2,1
0,34758,0,10,4,Night Game,Day Game,0,13,9,Monday,Sunday,76,11,Sunny,3.05,1
0,34526,0,8,2,Night Game,Day Game,0,7,3,Monday,Sunday,74,10,Sunny,2.766666667,1
1,45117,1,8,2,Day Game,Day Game,1,10,6,Sunday,Saturday,80,9,Sunny,2.883333333,1
1,41507,0,10,3,Night Game,Day Game,0,9,5,Sunday,Saturday,59,12,Unknown,3.283333333,1
1,40221,1,4,2,Day Game,Night Game,0,5,3,Sunday,Saturday,68,10,Cloudy,3.65,1
0,20196,0,6,2,Day Game,Day Game,0,2,0,Sunday,Saturday,65,7,Unknown,2.933333333,0
0,26356,0,8,5,Day Game,Day Game,1,6,1,Sunday,Saturday,63,9,Unknown,2.766666667,0
1,39688,0,7,4,Day Game,Day Game,0,9,5,Sunday,Saturday,66,7,Cloudy,3.15,1
1,30460,0,6,3,Day Game,Day Game,0,4,5,Sunday,Saturday,79,18,Sunny,2.316666667,1
0,25839,1,8,2,Day Game,Night Game,0,10,3,Sunday,Saturday,77,0,In Dome,3.216666667,1
1,35040,0,6,2,Day Game,Night Game,0,3,1,Sunday,Saturday,73,0,In Dome,2.683333333,0
1,32316,0,6,4,Day Game,Day Game,0,8,5,Sunday,Saturday,68,13,Sunny,2.966666667,1
0,38200,0,6,4,Day Game,Day Game,1,4,0,Sunday,Saturday,74,9,Sunny,2.866666667,0
1,27631,1,8,2,Day Game,Day Game,0,7,1,Sunday,Saturday,72,9,Sunny,3.083333333,0
1,37254,0,2,1,Day Game,Day Game,2,13,9,Sunday,Saturday,60,13,Unknown,3.283333333,1
1,43301,2,15,11,Day Game,Night Game,1,11,7,Saturday,Friday,76,9,Cloudy,3.766666667,0
1,41750,0,11,8,Day Game,Night Game,0,6,1,Saturday,Friday,61,14,Unknown,3.183333333,0
1,31836,0,11,6,Night Game,Night Game,0,7,7,Saturday,Friday,62,8,Cloudy,3.416666667,1
1,23428,1,12,1,Night Game,Night Game,0,8,2,Saturday,Friday,55,2,Overcast,2.55,1
0,27257,0,8,7,Day Game,Night Game,2,6,1,Saturday,Friday,60,11,Unknown,3,0
0,28235,1,13,8,Day Game,Night Game,3,6,3,Saturday,Friday,65,16,Unknown,3.216666667,0
1,36239,0,3,2,Day Game,Night Game,0,7,3,Saturday,Friday,63,12,Unknown,2.516666667,1
1,29396,2,14,9,Day Game,Night Game,0,10,3,Saturday,Friday,74,4,Cloudy,2.8,0
0,20017,0,8,4,Night Game,Night Game,0,9,1,Saturday,Friday,76,0,In Dome,2.883333333,0
1,28724,0,5,2,Night Game,Night Game,0,6,1,Saturday,Friday,73,0,In Dome,2.55,0
1,30304,2,8,7,Day Game,Night Game,1,11,5,Saturday,Friday,69,11,Unknown,3.433333333,0
1,20435,0,10,8,Day Game,Night Game,0,8,3,Saturday,Friday,63,14,Unknown,3.166666667,0
0,24020,1,12,4,Day Game,Night Game,1,6,1,Saturday,Friday,71,12,Cloudy,2.983333333,0
1,37354,1,8,4,Day Game,Night Game,1,6,2,Saturday,Friday,70,15,Unknown,3.116666667,0
1,40987,1,14,9,Night Game,Night Game,1,7,4,Saturday,Friday,65,11,Sunny,3.333333333,0
1,43683,0,9,7,Night Game,Night Game,0,12,13,Friday,Thursday,69,7,Unknown,3.266666667,1
1,41372,2,11,4,Night Game,Day Game,2,12,5,Friday,Wednesday,57,20,Unknown,4.466666667,1
1,26417,0,9,3,Night Game,Night Game,1,4,1,Friday,Thursday,60,11,Cloudy,2.933333333,0
0,23074,0,7,2,Night Game,Night Game,0,11,8,Friday,Thursday,71,1,Sunny,2.933333333,1
0,23518,0,4,2,Night Game,Night Game,1,4,1,Thursday,Wednesday,69,9,Cloudy,2.55,0
0,18201,0,10,3,Night Game,Night Game,0,6,1,Thursday,Wednesday,68,5,Cloudy,2.633333333,0
0,14323,0,4,1,Night Game,Day Game,0,12,8,Thursday,Wednesday,61,13,Overcast,2.516666667,1
1,30100,0,8,7,Night Game,Night Game,0,6,1,Thursday,Wednesday,60,14,Cloudy,3.7,0
0,25094,0,16,9,Night Game,Day Game,0,8,2,Thursday,Wednesday,72,11,Cloudy,2.9,0
1,31212,1,10,2,Day Game,Night Game,1,6,1,Thursday,Wednesday,70,9,Sunny,5,0
0,22815,0,10,8,Night Game,Night Game,2,10,7,Thursday,Wednesday,70,5,Sunny,4.35,0
0,14936,0,13,5,Night Game,Night Game,0,10,3,Thursday,Wednesday,66,8,Sunny,2.95,0
1,21167,1,7,2,Day Game,Night Game,0,8,5,Thursday,Wednesday,68,2,Unknown,2.983333333,1
1,44006,2,8,1,Night Game,Night Game,0,12,8,Thursday,Wednesday,66,9,Overcast,3.2,1
0,27321,0,17,12,Night Game,Night Game,2,5,2,Wednesday,Tuesday,68,0,In Dome,2.716666667,0
1,41109,0,7,3,Night Game,Night Game,1,6,1,Wednesday,Tuesday,65,7,Sunny,2.733333333,0
0,24433,1,10,5,Night Game,Night Game,1,5,1,Wednesday,Tuesday,62,12,Overcast,2.783333333,0
0,19400,3,15,9,Night Game,Night Game,1,21,12,Wednesday,Tuesday,58,4,Unknown,3.6,1
0,18140,1,8,1,Day Game,Night Game,0,6,3,Wednesday,Tuesday,64,9,Unknown,2.883333333,1
0,12718,0,15,5,Day Game,Night Game,2,12,8,Wednesday,Tuesday,72,10,Cloudy,2.75,1
1,36701,0,5,0,Night Game,Night Game,0,4,2,Wednesday,Tuesday,59,10,Unknown,2.533333333,1
1,24361,0,3,2,Night Game,Night Game,0,5,4,Wednesday,Tuesday,68,0,In Dome,2.166666667,1
0,25215,2,8,4,Night Game,Night Game,0,11,8,Wednesday,Tuesday,66,6,Sunny,2.9,1
1,23739,0,10,5,Day Game,Night Game,0,6,2,Wednesday,Wednesday,65,4,Cloudy,3.1,0
0,27652,0,7,2,Day Game,Night Game,0,10,7,Wednesday,Tuesday,62,10,Sunny,2.916666667,1
0,14694,0,6,5,Night Game,Night Game,1,6,4,Wednesday,Wednesday,66,6,Cloudy,3.066666667,0
0,13481,0,11,6,Night Game,Night Game,2,11,5,Wednesday,Tuesday,57,11,Sunny,3.9,0
0,14477,1,12,10,Night Game,Night Game,1,2,0,Wednesday,Tuesday,63,7,Unknown,2.683333333,0
1,30913,2,6,3,Night Game,Night Game,0,10,5,Wednesday,Tuesday,74,0,In Dome,2.783333333,1
1,35413,1,18,12,Night Game,Night Game,2,15,10,Wednesday,Thursday,68,9,Sunny,3.933333333,0
0,26516,0,17,13,Night Game,Night Game,1,8,2,Tuesday,Monday,68,0,In Dome,2.9,0
1,42441,0,14,10,Night Game,Day Game,0,10,5,Tuesday,Sunday,52,10,Overcast,3.45,0
0,27461,0,11,4,Night Game,Day Game,2,8,3,Tuesday,Sunday,62,5,Unknown,3.5,0
0,16905,0,9,5,Night Game,Night Game,1,14,8,Tuesday,Monday,60,4,Unknown,2.916666667,1
0,28348,1,10,5,Night Game,Night Game,1,10,3,Tuesday,Monday,54,3,Rain,3.116666667,0
0,10068,1,4,1,Night Game,Night Game,0,4,3,Tuesday,Monday,76,12,Sunny,2.466666667,1
1,31783,0,3,0,Night Game,Day Game,0,8,8,Tuesday,Wednesday,60,9,Unknown,2.466666667,1
0,26306,0,7,2,Night Game,Day Game,0,11,3,Tuesday,Sunday,66,0,In Dome,2.766666667,1
1,39583,1,12,7,Night Game,Night Game,0,9,6,Tuesday,Monday,68,5,Sunny,4,0
0,33861,0,10,2,Night Game,Day Game,1,12,4,Tuesday,Sunday,58,10,Cloudy,4.266666667,1
0,25925,0,11,8,Night Game,Night Game,3,14,10,Tuesday,Monday,57,1,Cloudy,2.8,1
0,12184,2,12,6,Night Game,Night Game,1,19,15,Tuesday,Monday,57,6,Cloudy,3.216666667,1
0,23801,0,7,1,Night Game,Day Game,0,6,3,Tuesday,Sunday,52,16,Cloudy,2.5,1
0,37890,1,13,6,Night Game,Day Game,0,7,5,Tuesday,Sunday,54,3,Rain,3.633333333,0
1,32718,2,8,2,Night Game,Night Game,1,15,12,Tuesday,Monday,75,0,In Dome,3,1
0,46665,1,8,4,Night Game,Day Game,1,5,2,Monday,Sunday,68,0,In Dome,3.166666667,0
0,28782,0,13,6,Night Game,Day Game,0,11,2,Monday,Wednesday,62,10,Cloudy,3.416666667,0
0,27869,1,14,9,Night Game,Day Game,2,12,4,Monday,Sunday,64,11,Cloudy,3.866666667,0
0,16238,2,16,9,Night Game,Day Game,2,11,8,Monday,Wednesday,65,12,Sunny,3.166666667,0
1,51350,0,7,5,Night Game,Night Game,0,6,2,Monday,Sunday,68,6,Sunny,3,0
0,35406,0,12,8,Night Game,Day Game,1,6,3,Monday,Sunday,60,15,Unknown,3.416666667,0
0,13236,0,7,5,Night Game,Day Game,1,9,1,Monday,Sunday,64,16,Cloudy,2.65,0
1,25007,1,4,2,Night Game,Day Game,0,8,1,Monday,Sunday,90,9,Sunny,3,0
1,28634,3,8,4,Day Game,Day Game,1,9,6,Sunday,Saturday,59,21,Cloudy,3.366666667,1
1,47115,0,10,5,Day Game,Night Game,1,9,6,Sunday,Saturday,72,9,Overcast,3.016666667,1
0,28158,1,2,0,Day Game,Night Game,0,8,6,Sunday,Saturday,72,0,In Dome,2.6,1
1,42038,0,13,9,Day Game,Night Game,1,11,7,Sunday,Saturday,57,0,In Dome,3.483333333,0
1,39691,0,5,1,Day Game,Day Game,0,5,2,Sunday,Saturday,55,16,Unknown,2.4,1
0,28896,4,13,8,Day Game,Night Game,0,10,7,Sunday,Saturday,67,0,In Dome,5.066666667,0
1,48459,1,5,3,Night Game,Night Game,2,6,5,Sunday,Saturday,68,10,Cloudy,2.75,1
1,36541,1,11,5,Day Game,Night Game,0,8,0,Sunday,Saturday,66,3,Cloudy,2.716666667,0
1,34362,1,13,4,Day Game,Night Game,1,12,7,Sunday,Saturday,53,5,Unknown,3.183333333,1
0,15428,0,11,6,Day Game,Day Game,0,7,3,Sunday,Saturday,45,20,Unknown,3.133333333,0
1,40953,1,3,2,Day Game,Day Game,0,11,8,Sunday,Saturday,45,11,Sunny,2.7,1
1,37430,0,11,5,Day Game,Day Game,0,14,6,Sunday,Saturday,58,25,Cloudy,4.216666667,1
1,32174,1,5,3,Day Game,Night Game,0,11,9,Sunday,Saturday,54,7,Cloudy,2.733333333,1
0,32448,1,12,5,Day Game,Night Game,0,8,3,Sunday,Saturday,74,0,In Dome,3.083333333,0
1,28232,0,8,3,Night Game,Night Game,2,9,5,Saturday,Friday,62,7,Cloudy,3.316666667,1
0,30019,0,11,7,Day Game,Night Game,0,5,1,Saturday,Saturday,72,13,Unknown,2.916666667,0
1,40344,0,9,5,Night Game,Night Game,1,3,0,Saturday,Friday,71,10,Sunny,2.633333333,0
0,14604,1,11,6,Night Game,Night Game,0,5,3,Saturday,Friday,72,0,In Dome,3.116666667,0
1,34579,0,13,7,Night Game,Night Game,0,10,6,Saturday,Friday,62,0,In Dome,3.683333333,0
0,22230,0,4,2,Night Game,Night Game,1,7,3,Saturday,Friday,64,7,Rain,2.616666667,1
1,34264,0,9,7,Day Game,Night Game,0,6,1,Saturday,Friday,70,11,Cloudy,2.75,0
0,35291,0,3,0,Night Game,Night Game,2,7,1,Saturday,Friday,66,0,In Dome,2.933333333,1
1,46716,4,9,4,Night Game,Night Game,1,11,8,Saturday,Friday,67,5,Cloudy,3.016666667,1
1,33132,2,7,1,Night Game,Night Game,1,7,5,Saturday,Friday,60,12,Sunny,2.75,1
1,38712,0,6,2,Night Game,Night Game,0,12,5,Saturday,Friday,49,8,Overcast,2.8,1
0,17803,1,8,6,Day Game,Night Game,2,8,7,Saturday,Friday,50,17,Overcast,3.116666667,1
1,37479,0,11,4,Day Game,Day Game,1,11,9,Saturday,Friday,44,17,Overcast,2.916666667,1
1,33148,0,13,7,Day Game,Night Game,0,11,6,Saturday,Friday,73,12,Sunny,3.816666667,0
1,30488,0,6,0,Night Game,Night Game,0,4,1,Saturday,Friday,62,6,Cloudy,2.65,1
1,21753,0,8,3,Night Game,Night Game,0,8,1,Saturday,Friday,77,0,In Dome,3,0
0,35695,0,6,2,Night Game,Night Game,0,9,3,Friday,Wednesday,74,12,Sunny,2.633333333,1
1,29023,0,11,5,Night Game,Day Game,2,10,6,Friday,Wednesday,82,9,Sunny,3.116666667,1
0,19461,0,8,4,Night Game,Night Game,0,10,2,Friday,Thursday,101,9,Sunny,3.216666667,0
1,31226,0,9,7,Night Game,Night Game,0,7,3,Thursday,Wednesday,73,6,Sunny,3.3,0
0,21907,0,12,7,Night Game,Day Game,0,9,3,Thursday,Wednesday,67,9,Cloudy,3.466666667,0
1,40970,1,8,4,Night Game,Night Game,0,7,3,Thursday,Wednesday,65,6,Sunny,3.066666667,0
1,33283,0,8,3,Night Game,Night Game,0,17,13,Thursday,Wednesday,62,7,Cloudy,3.283333333,1
0,43690,0,7,3,Night Game,Day Game,1,12,11,Thursday,Sunday,65,4,Unknown,2.983333333,1
0,13760,2,4,1,Night Game,Night Game,0,10,5,Thursday,Wednesday,75,9,Unknown,2.333333333,1
0,25458,1,7,6,Night Game,Day Game,0,11,3,Thursday,Sunday,98,10,Sunny,3.383333333,0
1,33378,1,9,5,Night Game,Night Game,1,4,2,Thursday,Wednesday,68,7,Sunny,3,0
1,24476,0,9,5,Night Game,Night Game,0,11,4,Wednesday,Tuesday,61,4,Unknown,3.266666667,0
0,25804,0,13,11,Day Game,Night Game,1,17,13,Wednesday,Tuesday,85,12,Sunny,3.366666667,1
1,41464,1,9,4,Day Game,Night Game,0,6,0,Wednesday,Tuesday,62,10,Cloudy,2.483333333,0
0,16013,1,6,4,Day Game,Night Game,0,11,6,Wednesday,Tuesday,67,5,Sunny,2.766666667,1
1,39128,1,9,7,Night Game,Night Game,0,13,10,Wednesday,Tuesday,70,14,Cloudy,3.116666667,1
0,21586,0,14,5,Day Game,Night Game,1,6,3,Wednesday,Tuesday,56,8,Unknown,3.016666667,0
0,17225,0,12,10,Night Game,Night Game,2,8,2,Wednesday,Tuesday,81,16,Cloudy,3.283333333,0
1,38858,0,5,2,Night Game,Night Game,1,10,3,Wednesday,Tuesday,63,8,Sunny,2.866666667,1
0,23976,0,8,4,Day Game,Night Game,0,4,0,Wednesday,Tuesday,73,0,In Dome,2.633333333,0
1,23363,1,14,5,Day Game,Night Game,0,4,1,Wednesday,Tuesday,56,14,Cloudy,3.133333333,0
0,12103,0,5,2,Night Game,Night Game,0,9,3,Wednesday,Monday,79,3,Unknown,2.616666667,1
1,34680,0,8,7,Night Game,Night Game,1,12,8,Wednesday,Tuesday,52,4,Unknown,3.216666667,1
1,37828,1,3,1,Day Game,Night Game,0,4,0,Wednesday,Wednesday,51,5,Unknown,2.75,0
1,32167,2,15,5,Night Game,Night Game,1,16,13,Wednesday,Tuesday,63,7,Sunny,3.116666667,1
0,14490,0,9,3,Night Game,Night Game,1,6,2,Wednesday,Tuesday,85,7,Cloudy,2.55,0
1,30679,1,14,8,Night Game,Night Game,1,7,1,Wednesday,Tuesday,69,8,Sunny,2.95,0
0,27153,1,7,4,Night Game,Night Game,0,7,5,Tuesday,Monday,63,8,Cloudy,2.95,1
0,22958,0,15,8,Night Game,Night Game,2,9,4,Tuesday,Monday,85,16,Overcast,3.966666667,0
1,41256,0,7,3,Night Game,Night Game,0,4,1,Tuesday,Monday,59,13,Sunny,2.866666667,0
0,15230,1,4,2,Night Game,Night Game,0,9,5,Tuesday,Monday,74,2,Sunny,3.083333333,1
1,41243,0,10,3,Night Game,Night Game,1,9,6,Tuesday,Monday,59,9,Unknown,2.683333333,1
0,24749,0,14,6,Night Game,Day Game,0,11,5,Tuesday,Sunday,57,12,Overcast,3.55,0
0,16769,3,5,1,Night Game,Night Game,1,12,4,Tuesday,Monday,82,15,Cloudy,3.116666667,1
1,42186,2,8,4,Night Game,Night Game,1,6,2,Tuesday,Monday,63,6,Sunny,3.133333333,0
0,20222,1,3,1,Night Game,Night Game,1,8,7,Tuesday,Monday,73,0,In Dome,2.816666667,1
0,22053,1,12,10,Night Game,Night Game,0,13,5,Tuesday,Monday,55,8,Cloudy,3.383333333,0
1,41233,1,11,3,Night Game,Day Game,1,14,4,Tuesday,Sunday,54,2,Overcast,4.9,1
1,35227,0,11,7,Night Game,Night Game,1,15,14,Tuesday,Monday,70,10,Cloudy,3.766666667,1
0,17106,0,9,5,Night Game,Day Game,0,11,3,Tuesday,Sunday,78,12,Cloudy,3.8,0
1,41086,0,7,3,Night Game,Day Game,0,5,1,Tuesday,Sunday,67,9,Sunny,2.933333333,0
0,22112,0,6,3,Night Game,Day Game,0,4,0,Monday,Thursday,63,6,Overcast,2.983333333,0
0,39401,1,15,9,Night Game,Day Game,0,13,6,Monday,Sunday,87,14,Sunny,3.55,0
1,41593,0,9,2,Night Game,Day Game,0,6,0,Monday,Sunday,57,11,Cloudy,2.916666667,0
1,41869,0,7,5,Night Game,Night Game,1,3,1,Monday,Sunday,69,8,Cloudy,2.45,0
0,19625,1,10,6,Night Game,Day Game,1,10,5,Monday,Sunday,80,11,Sunny,3.166666667,0
1,49271,1,3,0,Night Game,Day Game,0,3,1,Monday,Sunday,62,6,Sunny,2.116666667,1
0,28148,2,5,1,Night Game,Day Game,0,9,5,Monday,Sunday,73,0,In Dome,2.95,1
0,21354,0,15,9,Night Game,Night Game,0,18,8,Monday,Wednesday,64,12,Cloudy,4.966666667,0
0,22376,0,7,5,Night Game,Day Game,0,6,4,Monday,Sunday,61,6,Drizzle,3.15,0
1,34279,2,9,7,Night Game,Night Game,0,14,8,Monday,Sunday,61,15,Cloudy,3.283333333,1
1,47156,0,7,6,Day Game,Day Game,2,9,2,Sunday,Saturday,68,0,In Dome,2.466666667,0
1,42338,0,11,4,Day Game,Day Game,1,9,6,Sunday,Saturday,77,6,Cloudy,3.383333333,1
1,41590,0,12,1,Day Game,Day Game,0,7,2,Sunday,Saturday,62,10,Overcast,4.333333333,1
0,41028,0,9,6,Day Game,Night Game,0,8,3,Sunday,Saturday,62,7,Cloudy,2.866666667,0
1,47822,0,6,2,Night Game,Day Game,1,11,8,Sunday,Saturday,60,8,Sunny,3.15,1
0,21719,0,5,4,Day Game,Night Game,1,10,3,Sunday,Saturday,73,0,In Dome,3.333333333,0
0,31559,0,11,3,Day Game,Night Game,1,8,2,Sunday,Saturday,73,0,In Dome,3.45,0
1,35551,0,10,10,Day Game,Day Game,0,11,5,Sunday,Saturday,65,7,Sunny,3.233333333,0
0,17302,0,12,7,Day Game,Day Game,0,6,0,Sunday,Saturday,57,9,Sunny,2.683333333,0
0,27567,2,15,13,Day Game,Night Game,3,11,7,Sunday,Saturday,52,5,Overcast,3.633333333,0
1,40471,0,6,5,Day Game,Day Game,1,11,8,Sunday,Saturday,61,7,Sunny,3.533333333,1
0,28049,0,4,2,Day Game,Night Game,0,13,7,Sunday,Saturday,66,6,Sunny,2.966666667,1
1,15110,1,15,8,Day Game,Day Game,0,7,4,Sunday,Saturday,68,13,Sunny,3.283333333,0
0,22178,0,10,4,Day Game,Night Game,1,4,2,Sunday,Saturday,83,12,Sunny,3.283333333,0
1,40142,1,8,4,Day Game,Night Game,2,7,2,Sunday,Saturday,68,7,Unknown,3.1,0
1,42304,0,10,2,Day Game,Night Game,0,5,5,Saturday,Friday,68,0,In Dome,2.883333333,1
0,29862,1,9,2,Day Game,Night Game,0,8,5,Saturday,Saturday,58,2,Overcast,2.533333333,1
0,23514,1,10,7,Night Game,Night Game,2,10,2,Saturday,Friday,78,13,Sunny,3.3,0
1,41253,1,11,5,Night Game,Night Game,0,8,2,Saturday,Friday,68,10,Unknown,3.1,0
1,35468,0,9,2,Night Game,Night Game,1,15,12,Friday,Thursday,68,0,In Dome,2.55,1
1,41818,0,5,0,Night Game,Day Game,1,7,4,Friday,Thursday,76,6,Sunny,2.65,1
1,41477,0,17,17,Night Game,Night Game,2,16,7,Friday,Thursday,58,8,Unknown,3.416666667,0
1,21608,1,4,3,Night Game,Night Game,0,11,5,Friday,Thursday,61,12,Unknown,2.65,1
1,40981,0,12,8,Night Game,Day Game,0,6,1,Friday,Sunday,50,17,Drizzle,2.833333333,0
0,16704,0,5,0,Night Game,Night Game,0,9,4,Friday,Thursday,81,3,Sunny,2.783333333,1
0,20151,0,12,6,Night Game,Night Game,0,8,3,Friday,Thursday,82,7,Sunny,3.216666667,0
0,26200,0,6,3,Night Game,Day Game,0,11,7,Friday,Thursday,68,3,Sunny,3.066666667,1
0,10350,1,5,4,Night Game,Night Game,1,16,9,Friday,Thursday,57,11,Sunny,2.9,1
0,13088,1,10,5,Night Game,Night Game,0,9,9,Friday,Thursday,69,14,Cloudy,2.783333333,1
1,37564,0,3,2,Day Game,Night Game,0,8,5,Friday,Thursday,73,9,Cloudy,3.083333333,1
0,20126,0,12,7,Night Game,Night Game,0,8,3,Friday,Thursday,83,9,Cloudy,3.95,0
0,23487,1,13,11,Night Game,Night Game,0,8,4,Friday,Tuesday,67,15,Cloudy,2.866666667,0
1,35142,0,10,2,Night Game,Night Game,0,5,4,Friday,Wednesday,62,4,Unknown,2.85,1
1,25229,0,8,3,Night Game,Night Game,0,7,4,Thursday,Wednesday,68,0,In Dome,2.533333333,1
1,40725,0,6,4,Day Game,Night Game,0,10,5,Thursday,Wednesday,61,16,Cloudy,3.05,1
1,41357,1,9,9,Night Game,Day Game,0,16,13,Thursday,Wednesday,62,10,Unknown,3.35,1
0,20034,0,8,2,Night Game,Day Game,1,3,0,Thursday,Wednesday,59,9,Cloudy,2.6,0
0,17043,1,9,3,Night Game,Night Game,0,8,4,Thursday,Wednesday,74,4,Sunny,2.8,1
0,20847,1,9,4,Night Game,Night Game,0,14,16,Thursday,Wednesday,81,9,Cloudy,3.383333333,1
0,8766,0,5,0,Night Game,Night Game,0,5,4,Thursday,Wednesday,54,10,Cloudy,2.316666667,1
